,role,Sector,states,min salary,max salary,mean salary
273,DS,Business Services, NY,110,139,124.5
274,DS,Information Technology, NY,110,139,124.5
275,DS,Business Services, NY,82,141,111.5
276,DS,Information Technology, NY,82,141,111.5
277,DS,Information Technology, NY,82,141,111.5
278,DS,Finance, NY,82,141,111.5
279,DS,Finance, NY,82,141,111.5
280,DS,Information Technology, NY,82,141,111.5
281,DS,Health Care, NY,82,141,111.5
282,DS,Health Care, NY,82,141,111.5
283,DS,Information Technology, NY,82,141,111.5
284,DS,Finance, NY,82,141,111.5
285,DS,Finance, NY,82,141,111.5
286,DS,Government, NY,82,141,111.5
287,DS,Information Technology, NY,82,141,111.5
289,DS,Information Technology, NJ,82,141,111.5
290,DS,Finance, NY,82,141,111.5
291,DS,Finance, NY,82,141,111.5
292,DS,Business Services, NY,82,141,111.5
293,DS,Health Care, NY,82,141,111.5
295,DS,Finance, NY,82,141,111.5
296,DS,Finance, NY,82,141,111.5
297,DS,Retail, NY,82,141,111.5
298,DS,Finance, NY,82,141,111.5
299,DS,Finance, NY,82,141,111.5
301,DS,Information Technology, NY,96,119,107.5
302,DS,Finance, NJ,96,119,107.5
304,DS,Retail, NY,96,119,107.5
308,DS,Business Services, NY,96,119,107.5
309,DS,Government, NY,96,119,107.5
310,DS,Non-Profit, NY,96,119,107.5
311,DS,Information Technology, NJ,96,119,107.5
312,DS,Information Technology, NY,96,119,107.5
313,DS,Business Services, NY,96,119,107.5
314,DS,Retail, NY,96,119,107.5
315,DS,Information Technology, NY,96,119,107.5
316,DS,Information Technology, NY,96,119,107.5
317,DS,Business Services, NJ,96,119,107.5
319,DS,Business Services, NY,96,119,107.5
321,DS,Information Technology, NY,96,119,107.5
322,DS,Information Technology, NY,96,119,107.5
323,DS,Information Technology, NY,96,119,107.5
324,DS,Information Technology, NJ,96,119,107.5
325,DS,Information Technology, NY,96,119,107.5
326,DS,Insurance, NY,96,119,107.5
327,DS,Insurance, NY,96,119,107.5
329,DS,Biotech & Pharmaceuticals, NY,146,175,160.5
330,DS,Business Services, NY,146,175,160.5
332,DS,Information Technology, CA,102,164,133.0
333,DS,Information Technology, CA,102,164,133.0
334,DS,Media, CA,102,164,133.0
335,DS,Finance, CA,102,164,133.0
336,DS,Information Technology, CA,102,164,133.0
337,DS,Finance, CA,102,164,133.0
338,DS,Media, CA,102,164,133.0
339,DS,Business Services, CA,102,164,133.0
340,DS,Media, CA,102,164,133.0
341,DS,Media, CA,102,164,133.0
342,DS,Information Technology, CA,102,164,133.0
343,DS,Retail, CA,102,164,133.0
344,DS,Media, CA,102,164,133.0
345,DS,Insurance, CA,102,164,133.0
346,DS,Aerospace & Defense, CA,102,164,133.0
347,DS,Health Care, CA,102,164,133.0
348,DS,Business Services, CA,102,164,133.0
349,DS,Business Services, CA,102,164,133.0
350,DS,Business Services, CA,102,164,133.0
351,DS,Information Technology, CA,102,164,133.0
352,DS,Finance, CA,102,164,133.0
353,DS,Information Technology, CA,102,164,133.0
354,DS,Information Technology, CA,102,164,133.0
355,DS,Business Services, CA,102,164,133.0
356,DS,Information Technology, CA,102,164,133.0
357,DS,Information Technology, CA,102,164,133.0
359,DS,Media, CA,102,164,133.0
360,DS,Information Technology, CA,102,164,133.0
361,DS,Government, CA,102,164,133.0
362,DS,Finance, CA,113,180,146.5
363,DS,Information Technology, CA,113,180,146.5
364,DS,Information Technology, CA,113,180,146.5
365,DS,Finance, CA,113,180,146.5
367,DS,Finance, CA,113,180,146.5
368,DS,Information Technology, CA,113,180,146.5
369,DS,Information Technology, CA,113,180,146.5
370,DS,Information Technology, CA,113,180,146.5
371,DS,Media, CA,113,180,146.5
372,DS,Information Technology, CA,113,180,146.5
373,DS,"Oil, Gas, Energy & Utilities", CA,113,180,146.5
375,DS,Media, CA,113,180,146.5
376,DS,Health Care, CA,113,180,146.5
377,DS,Health Care, CA,113,180,146.5
378,DS,Information Technology, CA,113,180,146.5
379,DS,Real Estate, CA,113,180,146.5
380,DS,Information Technology, CA,113,180,146.5
382,DS,Real Estate, CA,113,180,146.5
383,DS,"Construction, Repair & Maintenance", CA,113,180,146.5
384,DS,Business Services, CA,113,180,146.5
385,DS,Transportation & Logistics, CA,113,180,146.5
386,DS,Information Technology, CA,113,180,146.5
387,DS,Retail, CA,113,180,146.5
388,DS,Finance, CA,113,180,146.5
389,DS,Biotech & Pharmaceuticals, CA,113,180,146.5
390,DS,Business Services, CA,113,180,146.5
391,DS,Information Technology, CA,113,180,146.5
392,DS,Business Services, CA,113,180,146.5
393,DS,Information Technology, CA,113,180,146.5
394,DS,Information Technology, CA,113,180,146.5
395,DS,Information Technology, CA,113,180,146.5
396,DS,Transportation & Logistics, CA,113,180,146.5
397,DS,Real Estate, CA,113,180,146.5
398,DS,Health Care, CA,113,180,146.5
399,DS,Non-Profit, CA,113,180,146.5
400,DS,Retail, CA,113,180,146.5
401,DS,Information Technology, CA,113,180,146.5
402,DS,Business Services, CA,113,180,146.5
403,DS,Information Technology, CA,113,180,146.5
404,DS,Non-Profit, CA,113,180,146.5
405,DS,Finance, CA,113,180,146.5
406,DS,Information Technology, CA,113,180,146.5
407,DS,Information Technology, CA,113,180,146.5
408,DS,Information Technology, CA,113,180,146.5
409,DS,Information Technology, CA,113,180,146.5
411,DS,Finance, CA,113,180,146.5
412,DS,Media, CA,113,180,146.5
413,DS,Media, CA,113,180,146.5
415,DS,Media, CA,113,180,146.5
416,DS,Finance, CA,113,180,146.5
417,DS,Business Services, CA,113,180,146.5
419,DS,Information Technology, CA,113,180,146.5
421,DS,Business Services, CA,113,180,146.5
422,DS,Information Technology, CA,113,180,146.5
423,DS,Information Technology, CA,76,122,99.0
424,DS,Information Technology, CA,76,122,99.0
425,DS,Business Services, CA,76,122,99.0
426,DS,Health Care, CA,76,122,99.0
427,DS,Information Technology, CA,76,122,99.0
429,DS,Media, CA,76,122,99.0
430,DS,Information Technology, CA,76,122,99.0
431,DS,Media, CA,76,122,99.0
432,DS,Business Services, CA,76,122,99.0
433,DS,Biotech & Pharmaceuticals, CA,76,122,99.0
434,DS,Media, CA,76,122,99.0
435,DS,Information Technology, CA,76,122,99.0
436,DS,Information Technology, CA,76,122,99.0
438,DS,Business Services, CA,76,122,99.0
439,DS,Information Technology, CA,76,122,99.0
440,DS,Information Technology, CA,76,122,99.0
441,DS,Business Services, CA,76,122,99.0
443,DS,Education, CA,76,122,99.0
444,DS,Aerospace & Defense, CA,76,122,99.0
445,DS,Manufacturing, CA,76,122,99.0
446,DS,Retail, CA,76,122,99.0
447,DS,Business Services, CA,76,122,99.0
448,DS,Information Technology, CA,76,122,99.0
449,DS,Information Technology, CA,76,122,99.0
450,DS,Education, CA,76,122,99.0
451,DS,Business Services, CA,76,122,99.0
453,DS,Biotech & Pharmaceuticals, CA,134,218,176.0
454,DS,Biotech & Pharmaceuticals, CA,134,218,176.0
455,DS,Business Services, CA,134,218,176.0
456,DS,Information Technology, CA,134,218,176.0
457,DS,Information Technology, CA,134,218,176.0
458,DS,Aerospace & Defense, CA,134,218,176.0
459,DS,Media, CA,134,218,176.0
460,DS,Finance, CA,134,218,176.0
462,DS,Education, CA,134,218,176.0
463,DS,Information Technology, CA,134,218,176.0
464,DS,Business Services, CA,134,218,176.0
465,DS,Retail, CA,134,218,176.0
466,DS,Government, CA,134,218,176.0
467,DS,"Construction, Repair & Maintenance", CA,134,218,176.0
468,DS,Retail, CA,134,218,176.0
469,DS,Information Technology, CA,134,218,176.0
470,DS,Business Services, CA,134,218,176.0
471,DS,Insurance, CA,134,218,176.0
472,DS,Media, CA,134,218,176.0
473,DS,Information Technology, CA,134,218,176.0
474,DS,Information Technology, CA,134,218,176.0
475,DS,Information Technology, CA,134,218,176.0
476,DS,Media, CA,134,218,176.0
477,DS,Consumer Services, CA,134,218,176.0
478,DS,Government, CA,134,218,176.0
479,DS,Non-Profit, CA,134,218,176.0
481,DS,Education, CA,134,218,176.0
482,DS,Information Technology, CA,134,218,176.0
483,DS,Business Services, CA,76,125,100.5
484,DS,Education, CA,76,125,100.5
485,DS,Aerospace & Defense, CA,76,125,100.5
486,DS,Government, CA,76,125,100.5
487,DS,Business Services, CA,76,125,100.5
488,DS,Transportation & Logistics, CA,76,125,100.5
489,DS,Information Technology, CA,76,125,100.5
490,DS,Biotech & Pharmaceuticals, CA,76,125,100.5
491,DS,Finance, CA,76,125,100.5
492,DS,Information Technology, CA,76,125,100.5
494,DS,Manufacturing, CA,76,125,100.5
495,DS,Business Services, CA,76,125,100.5
497,DS,Business Services, CA,76,125,100.5
499,DS,Business Services, CA,76,125,100.5
500,DS,Biotech & Pharmaceuticals, CA,76,125,100.5
502,DS,Health Care, CA,76,125,100.5
503,DS,Business Services, CA,76,125,100.5
504,DS,Media, CA,76,125,100.5
505,DS,Information Technology, CA,76,125,100.5
506,DS,Business Services, CA,76,125,100.5
507,DS,Information Technology, CA,76,125,100.5
508,DS,Manufacturing, CA,76,125,100.5
509,DS,Accounting & Legal, CA,76,125,100.5
510,DS,Information Technology, CA,76,125,100.5
511,DS,Education, CA,76,125,100.5
512,DS,Education, CA,76,125,100.5
513,DS,Information Technology, CA,132,208,170.0
514,DS,Health Care, CA,132,208,170.0
515,DS,Health Care, CA,132,208,170.0
516,DS,"Construction, Repair & Maintenance", CA,132,208,170.0
517,DS,Business Services, CA,132,208,170.0
518,DS,Information Technology, CA,132,208,170.0
519,DS,Information Technology, CA,132,208,170.0
520,DS,Business Services, CA,132,208,170.0
521,DS,Information Technology, CA,132,208,170.0
522,DS,Business Services, CA,132,208,170.0
523,DS,Information Technology, CA,132,208,170.0
524,DS,Business Services, CA,132,208,170.0
525,DS,Information Technology, CA,132,208,170.0
526,DS,Business Services, CA,132,208,170.0
527,DS,Media, CA,132,208,170.0
528,DS,Business Services, CA,132,208,170.0
530,DS,Finance, CA,132,208,170.0
531,DS,Information Technology, CA,132,208,170.0
532,DS,Information Technology, CA,132,208,170.0
534,DS,Health Care, CA,132,208,170.0
535,DS,Information Technology, CA,132,208,170.0
536,DS,Information Technology, CA,132,208,170.0
537,DS,Health Care, CA,132,208,170.0
538,DS,Biotech & Pharmaceuticals, CA,132,208,170.0
539,DS,Information Technology, CA,132,208,170.0
540,DS,Information Technology, CA,132,208,170.0
541,DS,Biotech & Pharmaceuticals, CA,132,208,170.0
543,DS,Media, CA,83,105,94.0
544,DS,Accounting & Legal, CA,83,105,94.0
547,DS,Aerospace & Defense, CA,83,105,94.0
548,DS,Media, CA,83,105,94.0
549,DS,Information Technology, CA,83,105,94.0
550,DS,Finance, CA,83,105,94.0
552,DS,Manufacturing, CA,83,105,94.0
553,DS,Media, CA,83,105,94.0
554,DS,Health Care, CA,83,105,94.0
555,DS,Business Services, CA,83,105,94.0
556,DS,Information Technology, CA,83,105,94.0
557,DS,Media, CA,83,105,94.0
558,DS,Information Technology, CA,83,105,94.0
559,DS,Consumer Services, CA,83,105,94.0
562,DS,Information Technology, CA,83,105,94.0
563,DS,Business Services, CA,83,105,94.0
564,DS,Information Technology, CA,83,105,94.0
566,DS,Business Services, CA,83,105,94.0
568,DS,Media, CA,83,105,94.0
569,DS,Health Care, CA,83,105,94.0
570,DS,Media, CA,83,105,94.0
572,DS,Information Technology, CA,83,105,94.0
573,DS,Information Technology, CA,75,143,109.0
575,DS,Accounting & Legal, CA,75,143,109.0
576,DS,Information Technology, CA,75,143,109.0
577,DS,Media, CA,75,143,109.0
578,DS,Media, CA,75,143,109.0
579,DS,Manufacturing, CA,75,143,109.0
580,DS,Information Technology, CA,75,143,109.0
583,DS,Health Care, CA,75,143,109.0
584,DS,Insurance, CA,75,143,109.0
585,DS,Real Estate, CA,75,143,109.0
587,DS,Insurance, CA,75,143,109.0
589,DS,Media, CA,34,72,53.0
590,DS,Health Care, CA,34,72,53.0
591,DS,Information Technology, CA,34,72,53.0
592,DS,Biotech & Pharmaceuticals, CA,34,72,53.0
593,DS,Media, CA,34,72,53.0
594,DS,Finance, CA,34,72,53.0
595,DS,Media, CA,34,72,53.0
597,DS,Information Technology, CA,34,72,53.0
598,DS,Finance, CA,34,72,53.0
599,DS,Media, CA,34,72,53.0
600,DS,Information Technology, CA,34,72,53.0
601,DS,Biotech & Pharmaceuticals, CA,34,72,53.0
603,DS,Business Services, CA,34,72,53.0
604,DS,Health Care, CA,34,72,53.0
605,DS,Education, CA,34,72,53.0
606,DS,Information Technology, CA,34,72,53.0
607,DS,Finance, CA,37,75,56.0
608,DS,Information Technology, CA,37,75,56.0
609,DS,Business Services, CA,37,75,56.0
611,DS,Biotech & Pharmaceuticals, CA,37,75,56.0
612,DS,Information Technology, CA,37,75,56.0
613,DS,Biotech & Pharmaceuticals, CA,37,75,56.0
614,DS,Business Services, CA,37,75,56.0
615,DS,Business Services, CA,37,75,56.0
617,DS,Media, CA,37,75,56.0
618,DS,Government, CA,37,75,56.0
619,DS,Insurance, CA,37,75,56.0
620,DS,Information Technology, CA,37,75,56.0
622,DS,Information Technology, CA,37,75,56.0
623,DS,Biotech & Pharmaceuticals, CA,37,75,56.0
624,DS,Information Technology, CA,37,75,56.0
625,DS,Government, CA,37,75,56.0
626,DS,Health Care, CA,37,75,56.0
628,DS,Information Technology, CA,113,184,148.5
629,DS,Media, CA,113,184,148.5
630,DS,Business Services, CA,113,184,148.5
631,DS,Business Services, CA,113,184,148.5
632,DS,Business Services, CA,113,184,148.5
633,DS,Media, CA,113,184,148.5
634,DS,Business Services, CA,113,184,148.5
635,DS,Information Technology, CA,113,184,148.5
636,DS,Biotech & Pharmaceuticals, CA,113,184,148.5
637,DS,Aerospace & Defense, CA,113,184,148.5
638,DS,Business Services, CA,113,184,148.5
639,DS,Manufacturing, CA,113,184,148.5
640,DS,"Construction, Repair & Maintenance", CA,113,184,148.5
642,DS,Business Services, CA,113,184,148.5
643,DS,Business Services, CA,113,184,148.5
645,DS,Media, CA,113,184,148.5
647,DS,Media, CA,113,184,148.5
648,DS,Information Technology, CA,113,184,148.5
649,DS,Media, CA,113,184,148.5
650,DS,Biotech & Pharmaceuticals, CA,113,184,148.5
651,DS,Health Care, CA,113,184,148.5
652,DS,Health Care, CA,113,184,148.5
653,DS,Health Care, CA,113,184,148.5
654,DS,Business Services, CA,113,184,148.5
655,DS,Biotech & Pharmaceuticals, CA,113,184,148.5
656,DS,Insurance, CA,113,184,148.5
657,DS,Business Services, CA,136,164,150.0
658,DS,Finance, CA,136,164,150.0
659,DS,Telecommunications, CA,136,164,150.0
661,DS,Information Technology, CA,136,164,150.0
662,DS,Information Technology, CA,136,164,150.0
663,DS,Consumer Services, CA,136,164,150.0
664,DS,Insurance, CA,136,164,150.0
665,DS,Business Services, CA,136,164,150.0
666,DS,Media, CA,136,164,150.0
667,DS,Manufacturing, CA,136,164,150.0
669,DS,Business Services, CA,136,164,150.0
670,DS,Information Technology, CA,136,164,150.0
673,DS,Information Technology, CA,136,164,150.0
675,DS,Health Care, CA,136,164,150.0
676,DS,Information Technology, CA,136,164,150.0
677,DS,Transportation & Logistics, CA,136,164,150.0
679,DS,Business Services, CA,136,164,150.0
682,DS,Retail, CA,136,164,150.0
683,DS,Health Care, CA,136,164,150.0
684,DS,Education, CA,136,164,150.0
692,DS,Information Technology, IL,46,80,63.0
693,DS,Finance, IL,46,80,63.0
694,DS,Information Technology, IL,46,80,63.0
695,DS,Finance, IL,46,80,63.0
696,DS,Finance, IL,46,80,63.0
697,DS,Finance, IL,46,80,63.0
698,DS,Information Technology, IL,46,80,63.0
699,DS,Business Services, IL,46,80,63.0
700,DS,Finance, IL,46,80,63.0
701,DS,Finance, IL,46,80,63.0
702,DS,Business Services, IL,46,80,63.0
703,DS,Finance, IL,46,80,63.0
704,DS,Business Services, IL,46,80,63.0
706,DS,Information Technology, IL,46,80,63.0
708,DS,Information Technology, IL,46,80,63.0
709,DS,Retail, IL,46,80,63.0
710,DS,Business Services, IL,46,80,63.0
711,DS,Information Technology, IL,46,80,63.0
712,DS,Finance, IL,46,80,63.0
713,DS,Manufacturing, IL,46,80,63.0
714,DS,Health Care, IL,46,80,63.0
715,DS,Insurance, IL,46,80,63.0
716,DS,Insurance, IL,46,80,63.0
717,DS,Information Technology, IL,46,80,63.0
718,DS,Health Care, IL,46,80,63.0
719,DS,Manufacturing, IL,46,80,63.0
720,DS,Business Services, IL,46,80,63.0
721,DS,Information Technology, IL,46,80,63.0
722,DS,Information Technology, IL,79,130,104.5
723,DS,Retail, IL,79,130,104.5
724,DS,Information Technology, IL,79,130,104.5
725,DS,Information Technology, IL,79,130,104.5
726,DS,Information Technology, IL,79,130,104.5
728,DS,Manufacturing, IL,79,130,104.5
729,DS,Information Technology, IL,79,130,104.5
730,DS,Information Technology, IL,79,130,104.5
731,DS,Information Technology, IL,79,130,104.5
733,DS,Finance, IL,79,130,104.5
734,DS,Information Technology, IL,79,130,104.5
735,DS,Information Technology, IL,79,130,104.5
736,DS,Information Technology, IL,79,130,104.5
737,DS,Information Technology, IL,79,130,104.5
738,DS,Media, IL,79,130,104.5
739,DS,Business Services, IL,79,130,104.5
740,DS,Information Technology, IL,79,130,104.5
741,DS,Information Technology, IL,79,130,104.5
742,DS,Information Technology, IL,79,130,104.5
744,DS,Information Technology, IL,79,130,104.5
745,DS,Business Services, IL,79,130,104.5
746,DS,Government, IL,79,130,104.5
747,DS,Information Technology, IL,79,130,104.5
749,DS,Government, IL,79,130,104.5
750,DS,Business Services, IL,79,130,104.5
751,DS,Business Services, IL,79,130,104.5
752,DS,Business Services, IL,91,105,98.0
753,DS,Information Technology, IL,91,105,98.0
754,DS,Manufacturing, IL,91,105,98.0
755,DS,Information Technology, IL,91,105,98.0
756,DS,Information Technology, IL,91,105,98.0
757,DS,Finance, IL,91,105,98.0
758,DS,Business Services, IL,91,105,98.0
759,DS,Business Services, IL,91,105,98.0
760,DS,Media, IL,91,105,98.0
761,DS,Business Services, IL,91,105,98.0
762,DS,Finance, IL,91,105,98.0
763,DS,Finance, IL,91,105,98.0
764,DS,Information Technology, IL,91,105,98.0
765,DS,Health Care, IL,91,105,98.0
767,DS,Information Technology, IL,91,105,98.0
768,DS,Transportation & Logistics, IL,91,105,98.0
769,DS,Business Services, IL,91,105,98.0
